Date,close,source
2009-11-30,1127.0,datahub_monthly
2009-12-31,1135.0,datahub_monthly
2010-01-31,1118.0,datahub_monthly
2010-02-28,1095.0,datahub_monthly
2010-03-31,1113.0,datahub_monthly
2010-04-30,1149.0,datahub_monthly
2010-05-31,1205.0,datahub_monthly
2010-06-30,1233.0,datahub_monthly
2010-07-31,1193.0,datahub_monthly
2010-08-31,1216.0,datahub_monthly
2010-09-30,1271.0,datahub_monthly
2010-10-31,1342.0,datahub_monthly
2010-11-30,1370.0,datahub_monthly
2010-12-31,1391.0,datahub_monthly
2011-01-31,1360.0,datahub_monthly
2011-02-28,1375.0,datahub_monthly
2011-03-31,1423.0,datahub_monthly
2011-04-30,1481.0,datahub_monthly
2011-05-31,1513.0,datahub_monthly
2011-06-30,1529.0,datahub_monthly
2011-07-31,1573.0,datahub_monthly
2011-08-31,1759.0,datahub_monthly
2011-09-30,1772.0,datahub_monthly
2011-10-31,1666.0,datahub_monthly
2011-11-30,1739.0,datahub_monthly
2011-12-31,1640.0,datahub_monthly
2012-01-31,1654.0,datahub_monthly
2012-02-29,1745.0,datahub_monthly
2012-03-31,1676.0,datahub_monthly
2012-04-30,1649.0,datahub_monthly
2012-05-31,1589.0,datahub_monthly
2012-06-30,1599.0,datahub_monthly
2012-07-31,1594.0,datahub_monthly
2012-08-31,1630.0,datahub_monthly
2012-09-30,1745.0,datahub_monthly
2012-10-31,1746.58,datahub_monthly
2012-11-30,1722.0,datahub_monthly
2012-12-31,1685.0,datahub_monthly
2013-01-31,1672.0,datahub_monthly
2013-02-28,1628.0,datahub_monthly
2013-03-31,1593.0,datahub_monthly
2013-04-30,1488.0,datahub_monthly
2013-05-31,1414.0,datahub_monthly
2013-06-30,1343.0,datahub_monthly
2013-07-31,1286.0,datahub_monthly
2013-08-31,1352.0,datahub_monthly
2013-09-30,1349.0,datahub_monthly
2013-10-31,1317.0,datahub_monthly
2013-11-30,1276.0,datahub_monthly
2013-12-31,1222.0,datahub_monthly
2014-01-31,1244.0,datahub_monthly
2014-02-28,1300.0,datahub_monthly
2014-03-31,1336.0,datahub_monthly
2014-04-30,1298.45,datahub_monthly
2014-05-31,1289.0,datahub_monthly
2014-06-30,1279.0,datahub_monthly
2014-07-31,1311.0,datahub_monthly
2014-08-31,1295.0,datahub_monthly
2014-09-30,1236.55,datahub_monthly
2014-10-31,1222.0,datahub_monthly
2014-11-30,1175.0,datahub_monthly
2014-12-31,1201.0,datahub_monthly
2015-01-31,1251.0,datahub_monthly
2015-02-28,1227.0,datahub_monthly
2015-03-31,1179.0,datahub_monthly
2015-04-30,1199.0,datahub_monthly
2015-05-31,1199.0,datahub_monthly
2015-06-30,1182.0,datahub_monthly
2015-07-31,1128.0,datahub_monthly
2015-08-31,1118.0,datahub_monthly
2015-09-30,1125.0,datahub_monthly
2015-10-31,1159.0,datahub_monthly
2015-11-30,1086.0,datahub_monthly
2015-12-31,1076.0,datahub_monthly
2016-01-31,1098.0,datahub_monthly
2016-02-29,1200.0,datahub_monthly
2016-03-31,1245.0,datahub_monthly
2016-04-30,1242.0,datahub_monthly
2016-05-31,1261.0,datahub_monthly
2016-06-30,1276.0,datahub_monthly
2016-07-31,1337.0,datahub_monthly
2016-08-31,1340.0,datahub_monthly
2016-09-30,1327.0,datahub_monthly
2016-10-31,1267.0,datahub_monthly
2016-11-30,1238.0,datahub_monthly
2016-12-31,1157.0,datahub_monthly
2017-01-31,1192.0,datahub_monthly
2017-02-28,1234.0,datahub_monthly
2017-03-31,1231.0,datahub_monthly
2017-04-30,1267.0,datahub_monthly
2017-05-31,1246.0,datahub_monthly
2017-06-30,1260.0,datahub_monthly
2017-07-31,1237.0,datahub_monthly
2017-08-31,1283.0,datahub_monthly
2017-09-30,1314.0,datahub_monthly
2017-10-31,1280.0,datahub_monthly
2017-11-30,1281.9,datahub_monthly
2017-12-31,1264.0,datahub_monthly
2018-01-31,1331.0,datahub_monthly
2018-02-28,1331.0,datahub_monthly
2018-03-31,1325.0,datahub_monthly
2018-04-30,1335.0,datahub_monthly
2018-05-31,1303.0,datahub_monthly
2018-06-30,1282.0,datahub_monthly
2018-07-31,1238.0,datahub_monthly
2018-08-31,1202.0,datahub_monthly
2018-09-30,1198.0,datahub_monthly
2018-10-31,1215.0,datahub_monthly
2018-11-30,1221.0,datahub_monthly
2018-12-31,1250.0,datahub_monthly
2019-01-31,1292.0,datahub_monthly
2019-02-28,1320.0,datahub_monthly
2019-03-31,1301.0,datahub_monthly
2019-04-30,1286.0,datahub_monthly
2019-05-31,1284.0,datahub_monthly
2019-06-30,1359.0,datahub_monthly
2019-07-31,1413.0,datahub_monthly
2019-08-31,1500.0,datahub_monthly
2019-09-30,1511.0,datahub_monthly
2019-10-31,1495.0,datahub_monthly
2019-11-30,1471.0,datahub_monthly
2019-12-31,1479.0,datahub_monthly
2020-01-31,1561.0,datahub_monthly
2020-02-29,1597.0,datahub_monthly
2020-03-31,1592.0,datahub_monthly
2020-04-30,1683.0,datahub_monthly
2020-05-31,1716.0,datahub_monthly
2020-06-30,1732.0,datahub_monthly
2020-07-31,1847.0,datahub_monthly
2020-08-31,1969.0,datahub_monthly
2020-09-30,1922.0,datahub_monthly
2020-10-31,1900.0,datahub_monthly
2020-11-30,1866.0,datahub_monthly
2020-12-31,1858.0,datahub_monthly
2021-01-31,1867.0,datahub_monthly
2021-02-28,1808.0,datahub_monthly
2021-03-31,1718.0,datahub_monthly
2021-04-30,1760.0,datahub_monthly
2021-05-31,1850.0,datahub_monthly
2021-06-30,1835.0,datahub_monthly
2021-07-31,1808.0,datahub_monthly
2021-08-31,1785.0,datahub_monthly
2021-09-30,1775.0,datahub_monthly
2021-10-31,1777.0,datahub_monthly
2021-11-30,1822.0,datahub_monthly
2021-12-31,1790.0,datahub_monthly
2022-01-31,1816.0,datahub_monthly
2022-02-28,1856.0,datahub_monthly
2022-03-31,1948.0,datahub_monthly
2022-04-30,1937.0,datahub_monthly
2022-05-31,1849.0,datahub_monthly
2022-06-30,1837.0,datahub_monthly
2022-07-31,1733.0,datahub_monthly
2022-08-31,1765.0,datahub_monthly
2022-09-30,1680.78,datahub_monthly
2022-10-31,1664.0,datahub_monthly
2022-11-30,1725.0,datahub_monthly
2022-12-31,1798.0,datahub_monthly
2023-01-31,1898.0,datahub_monthly
2023-02-28,1855.0,datahub_monthly
2023-03-31,1913.0,datahub_monthly
2023-04-30,2000.0,datahub_monthly
2023-05-31,1992.0,datahub_monthly
2023-06-30,1943.0,datahub_monthly
2023-07-31,1951.0,datahub_monthly
2023-08-31,1919.0,datahub_monthly
2023-09-30,1916.0,datahub_monthly
2023-10-31,1916.0,datahub_monthly
2023-11-30,1984.0,datahub_monthly
2023-12-31,2026.0,datahub_monthly
2024-01-31,2034.0,datahub_monthly
2024-02-29,2023.0,datahub_monthly
2024-03-31,2158.0,datahub_monthly
2024-04-30,2331.0,datahub_monthly
2024-05-31,2351.0,datahub_monthly
2024-06-30,2326.0,datahub_monthly
2024-07-31,2398.0,datahub_monthly
2024-08-31,2470.0,datahub_monthly
2024-09-30,2571.0,datahub_monthly
2024-10-31,2690.0,datahub_monthly
2024-11-30,2651.0,datahub_monthly
2024-12-31,2648.0,datahub_monthly
2025-01-31,2710.0,datahub_monthly
2025-02-28,2895.0,datahub_monthly
2025-03-31,2983.0,datahub_monthly
2025-04-30,3218.0,datahub_monthly
2025-05-31,3309.0,datahub_monthly
2025-06-30,3353.0,datahub_monthly
2025-07-31,3340.0,datahub_monthly
2025-08-31,3368.0,datahub_monthly
2025-09-30,3667.68,datahub_monthly
2025-10-31,4058.33,datahub_monthly
2025-11-30,4087.0,datahub_monthly
2025-12-31,4309.0,datahub_monthly
2026-01-31,4753.0,datahub_monthly
2026-02-28,5020.0,datahub_monthly
2026-03-31,4856.0,datahub_monthly
2026-04-30,4721.0,datahub_monthly
2026-05-31,4587.0,datahub_monthly
2026-06-30,4228.0,datahub_monthly
2026-07-31,4073.0,datahub_monthly
