datetime,funding_hourly,premium
2026-08-09 11:00:00.046000+00:00,1.25e-05,-3.67925e-05
2026-08-09 12:00:00.041000+00:00,1.25e-05,-1.34883e-05
2026-08-09 13:00:00.020000+00:00,1.25e-05,-9.82682e-05
2026-08-09 14:00:00.018000+00:00,1.25e-05,-0.0001126702
2026-08-09 15:00:00.054000+00:00,1.25e-05,-0.0002027681
2026-08-09 16:00:00.032000+00:00,1.25e-05,-0.0002639293
2026-08-09 17:00:00.013000+00:00,1.25e-05,-0.0002331276
2026-08-09 18:00:00.017000+00:00,1.25e-05,-0.0003609714
2026-08-09 19:00:00.035000+00:00,1.25e-05,-0.0002669802
2026-08-09 20:00:00.032000+00:00,1.25e-05,-0.0001546047
2026-08-09 21:00:00.021000+00:00,1.25e-05,-0.0001412625
2026-08-09 22:00:00.020000+00:00,1.25e-05,-0.0001848043
2026-08-09 23:00:00.017000+00:00,1.25e-05,-0.0001899513
2026-08-10 00:00:00.029000+00:00,1.25e-05,-0.0001060295
2026-08-10 01:00:00.030000+00:00,1.25e-05,-7.0686e-05
2026-08-10 02:00:00.015000+00:00,1.25e-05,-0.0002432009
2026-08-10 03:00:00.079000+00:00,1.05517e-05,-0.000415586
2026-08-10 04:00:00.005000+00:00,9.4948e-06,-0.0004240417
2026-08-10 05:00:00.028000+00:00,1.25e-05,-0.0003241501
2026-08-10 06:00:00.066000+00:00,1.25e-05,-0.0002961759
2026-08-10 07:00:00.068000+00:00,1.25e-05,-0.0003204635
2026-08-10 08:00:00.043000+00:00,1.25e-05,-0.000267085
2026-08-10 09:00:00.010000+00:00,1.25e-05,-0.0002286384
2026-08-10 10:00:00.067000+00:00,1.25e-05,-0.0002007414
2026-08-10 11:00:00.043000+00:00,1.25e-05,-0.0001723782
2026-08-10 12:00:00.013000+00:00,1.25e-05,-0.0002047762
2026-08-10 13:00:00.029000+00:00,1.25e-05,-0.0001763951
2026-08-10 14:00:00.065000+00:00,1.25e-05,-0.0001497614
2026-08-10 15:00:00.001000+00:00,1.25e-05,-9.50867e-05
2026-08-10 16:00:00.020000+00:00,1.25e-05,-0.0001778044
2026-08-10 17:00:00.047000+00:00,1.25e-05,-0.000348998
2026-08-10 18:00:00.012000+00:00,9.0888e-06,-0.0004272894
2026-08-10 19:00:00.045000+00:00,1.10918e-05,-0.0004112659
2026-08-10 20:00:00.074000+00:00,-5.184e-06,-0.0005414724
2026-08-10 21:00:00.052000+00:00,2.852e-06,-0.0004771841
2026-08-10 22:00:00.028000+00:00,1.25e-05,-0.0003282296
2026-08-10 23:00:00.066000+00:00,1.8915e-06,-0.0004848683
2026-08-11 00:00:00.019000+00:00,-6.73e-07,-0.0005053842
2026-08-11 01:00:00.033000+00:00,1.25e-05,-0.0001958711
2026-08-11 02:00:00.013000+00:00,1.25e-05,-0.0002585968
2026-08-11 03:00:00.120000+00:00,1.25e-05,-0.0003173018
2026-08-11 04:00:00.086000+00:00,1.25e-05,-0.000397964
2026-08-11 05:00:00.010000+00:00,9.2243e-06,-0.0004262054
2026-08-11 06:00:00.024000+00:00,8.5006e-06,-0.0004319953
2026-08-11 07:00:00.002000+00:00,-3.2092e-06,-0.0005256734
2026-08-11 08:00:00.091000+00:00,-5.9894e-06,-0.0005479151
2026-08-11 09:00:00.123000+00:00,6.202e-07,-0.000495038
2026-08-11 10:00:00.054000+00:00,1.19124e-05,-0.0004047011
2026-08-11 11:00:00.035000+00:00,1.25e-05,-0.0003675437
2026-08-11 12:00:00.025000+00:00,1.25e-05,-0.0003459195
2026-08-11 13:00:00.053000+00:00,9.0395e-06,-0.0004276843
2026-08-11 14:00:00.065000+00:00,1.25e-05,-0.0002590239
2026-08-11 15:00:00.033000+00:00,1.25e-05,-0.0001989611
2026-08-11 16:00:00.039000+00:00,1.25e-05,-0.0002854463
2026-08-11 17:00:00.008000+00:00,1.25e-05,-0.0003927286
2026-08-11 18:00:00.017000+00:00,1.25e-05,-0.0003645969
2026-08-11 19:00:00.065000+00:00,8.2122e-06,-0.0004343021
2026-08-11 20:00:00.007000+00:00,1.07298e-05,-0.0004141616
2026-08-11 21:00:00.039000+00:00,9.7516e-06,-0.000421987
2026-08-11 22:00:00.006000+00:00,1.25e-05,-0.0003553976
2026-08-11 23:00:00.043000+00:00,1.25e-05,-0.0003965799
2026-08-12 00:00:00.012000+00:00,1.25e-05,-0.0003802567
2026-08-12 01:00:00.060000+00:00,1.25e-05,-8.93772e-05
2026-08-12 02:00:00.027000+00:00,1.25e-05,-9.45707e-05
2026-08-12 03:00:00.031000+00:00,1.25e-05,-0.0001046717
2026-08-12 04:00:00.057000+00:00,1.25e-05,-0.0001459885
2026-08-12 05:00:00.031000+00:00,1.25e-05,-0.0002334179
2026-08-12 06:00:00.069000+00:00,1.25e-05,-9.75212e-05
2026-08-12 07:00:00.076000+00:00,1.25e-05,-0.0003632035
2026-08-12 08:00:00.044000+00:00,-6.5556e-06,-0.0005524447
2026-08-12 09:00:00.033000+00:00,6.2638e-06,-0.00044989
2026-08-12 10:00:00.035000+00:00,4.1634e-06,-0.0004666926
2026-08-12 11:00:00.013000+00:00,3.7516e-06,-0.0004699869
2026-08-12 12:00:00.003000+00:00,1.21562e-05,-0.0004027502
2026-08-12 13:00:00.045000+00:00,1.13883e-05,-0.0004088937
2026-08-12 14:00:00.026000+00:00,1.24273e-05,-0.0004005819
2026-08-12 15:00:00.037000+00:00,9.4324e-06,-0.0004245409
2026-08-12 16:00:00.020000+00:00,5.7023e-06,-0.0004543819
2026-08-12 17:00:00.021000+00:00,7.8947e-06,-0.0004368427
2026-08-12 18:00:00.049000+00:00,2.9206e-06,-0.0004766348
2026-08-12 19:00:00.060000+00:00,5.2082e-06,-0.0004583345
2026-08-12 20:00:00.062000+00:00,7.1649e-06,-0.000442681
2026-08-12 21:00:00.071000+00:00,7.2754e-06,-0.0004417965
2026-08-12 22:00:00.056000+00:00,7.5049e-06,-0.0004399604
2026-08-12 23:00:00.064000+00:00,2.6531e-06,-0.0004787749
2026-08-13 00:00:00.046000+00:00,1.8262e-06,-0.0004853905
2026-08-13 01:00:00.018000+00:00,3.9213e-06,-0.0004686297
2026-08-13 02:00:00.072000+00:00,1.25e-05,-0.0003957552
2026-08-13 03:00:00.097000+00:00,1.24819e-05,-0.0004001452
2026-08-13 04:00:00.123000+00:00,1.25e-05,-0.0003982609
2026-08-13 05:00:00.043000+00:00,1.25e-05,-0.0003973316
2026-08-13 06:00:00.032000+00:00,1.25e-05,-0.0003650874
2026-08-13 07:00:00.024000+00:00,6.7623e-06,-0.0004459015
2026-08-13 08:00:00.011000+00:00,3.0496e-06,-0.0004756029
2026-08-13 09:00:00.047000+00:00,4.7707e-06,-0.0004618346
2026-08-13 10:00:00.040000+00:00,3.5582e-06,-0.0004715342
2026-08-13 11:00:00.125000+00:00,8.2702e-06,-0.0004338386
2026-08-13 12:00:00.048000+00:00,5.2291e-06,-0.000458167
2026-08-13 13:00:00.026000+00:00,5.9434e-06,-0.0004524528
2026-08-13 14:00:00.026000+00:00,5.942e-06,-0.0004524642
2026-08-13 15:00:00.005000+00:00,1.25e-05,-0.0003562996
2026-08-13 16:00:00.072000+00:00,1.25e-05,-0.000347086
2026-08-13 17:00:00.027000+00:00,1.25e-05,-0.000329391
2026-08-13 18:00:00.032000+00:00,1.25e-05,-0.0002307196
2026-08-13 19:00:00.022000+00:00,1.25e-05,-0.0001696518
2026-08-13 20:00:00.056000+00:00,1.25e-05,-0.0001609896
2026-08-13 21:00:00.006000+00:00,1.25e-05,-1.91565e-05
2026-08-13 22:00:00.055000+00:00,1.25e-05,-3.89316e-05
2026-08-13 23:00:00.040000+00:00,1.25e-05,-6.47592e-05
2026-08-14 00:00:00.060000+00:00,1.25e-05,-9.74383e-05
2026-08-14 01:00:00.013000+00:00,1.25e-05,1.08259e-05
2026-08-14 02:00:00.047000+00:00,1.25e-05,-1.76998e-05
2026-08-14 03:00:00.046000+00:00,1.25e-05,-7.18448e-05
2026-08-14 04:00:00.050000+00:00,1.25e-05,-4.92295e-05
2026-08-14 05:00:00.014000+00:00,1.25e-05,-1.14219e-05
2026-08-14 06:00:00.046000+00:00,1.25e-05,-3.45107e-05
2026-08-14 07:00:00.020000+00:00,1.25e-05,3.17094e-05
2026-08-14 08:00:00.030000+00:00,1.25e-05,6.41392e-05
2026-08-14 09:00:00.057000+00:00,1.25e-05,1.60945e-05
2026-08-14 10:00:00.038000+00:00,1.25e-05,1.85174e-05
2026-08-14 11:00:00.029000+00:00,1.25e-05,7.95982e-05
2026-08-14 12:00:00.062000+00:00,1.25e-05,7.78261e-05
2026-08-14 13:00:00.063000+00:00,1.25e-05,5.51603e-05
2026-08-14 14:00:00.048000+00:00,1.25e-05,1.56973e-05
2026-08-14 15:00:00.028000+00:00,1.25e-05,7.5859e-06
2026-08-14 16:00:00.013000+00:00,1.25e-05,-3.37705e-05
2026-08-14 17:00:00.010000+00:00,1.25e-05,-4.61883e-05
2026-08-14 18:00:00.038000+00:00,1.25e-05,-6.67488e-05
2026-08-14 19:00:00.057000+00:00,1.25e-05,-0.0001133885
2026-08-14 20:00:00.048000+00:00,1.25e-05,-0.0002043772
2026-08-14 21:00:00.016000+00:00,1.25e-05,-0.0001555442
2026-08-14 22:00:00.052000+00:00,1.25e-05,-0.0003250665
2026-08-14 23:00:00.048000+00:00,1.25e-05,-0.000220373
2026-08-15 00:00:00.032000+00:00,1.25e-05,-0.0002809794
2026-08-15 01:00:00.063000+00:00,1.25e-05,-0.0002265378
2026-08-15 02:00:00.031000+00:00,1.25e-05,-0.0001473912
2026-08-15 03:00:00.040000+00:00,1.25e-05,-0.000143342
2026-08-15 04:00:00.026000+00:00,1.25e-05,-0.0001912077
2026-08-15 05:00:00.075000+00:00,1.25e-05,-0.0001372716
2026-08-15 06:00:00.058000+00:00,1.25e-05,-0.0002320156
2026-08-15 07:00:00.046000+00:00,1.25e-05,-0.0001388077
2026-08-15 08:00:00.048000+00:00,1.25e-05,-0.0002659117
2026-08-15 09:00:00.009000+00:00,1.25e-05,-0.0001577461
2026-08-15 10:00:00.038000+00:00,1.25e-05,-0.0001886241
2026-08-15 11:00:00.009000+00:00,1.25e-05,-0.0001274372
2026-08-15 12:00:00.003000+00:00,1.25e-05,-4.24868e-05
2026-08-15 13:00:00.064000+00:00,1.25e-05,-8.09178e-05
2026-08-15 14:00:00.035000+00:00,1.25e-05,-6.44778e-05
2026-08-15 15:00:00.026000+00:00,1.25e-05,-2.03596e-05
2026-08-15 16:00:00.025000+00:00,1.25e-05,-7.40241e-05
2026-08-15 17:00:00.049000+00:00,1.25e-05,-0.0001046792
2026-08-15 18:00:00.053000+00:00,1.25e-05,-0.0002217948
2026-08-15 19:00:00.035000+00:00,1.23723e-05,-0.0004010219
2026-08-15 20:00:00.048000+00:00,6.821e-06,-0.0004454319
2026-08-15 21:00:00.042000+00:00,1.25e-05,-0.0002200164
2026-08-15 22:00:00.030000+00:00,1.25e-05,-0.0001580687
2026-08-15 23:00:00.020000+00:00,1.25e-05,-0.000145123
2026-08-16 00:00:00.059000+00:00,1.25e-05,-0.0002527951
2026-08-16 01:00:00.030000+00:00,1.25e-05,-0.0003750341
2026-08-16 02:00:00.028000+00:00,1.25e-05,-0.0003737091
2026-08-16 03:00:00.043000+00:00,1.25e-05,-0.0002370085
2026-08-16 04:00:00.072000+00:00,1.25e-05,-0.0001839021
2026-08-16 05:00:00.022000+00:00,1.25e-05,-0.0001621342
2026-08-16 06:00:00.092000+00:00,1.25e-05,-0.0001164319
2026-08-16 07:00:00.086000+00:00,1.25e-05,-0.0001734129
2026-08-16 08:00:00.034000+00:00,1.25e-05,-0.0001404772
2026-08-16 09:00:00.012000+00:00,1.25e-05,-0.0001960724
2026-08-16 10:00:00.004000+00:00,1.25e-05,-0.0002281771
2026-08-16 11:00:00.134000+00:00,1.25e-05,-0.0001900877
2026-08-16 12:00:00.014000+00:00,1.25e-05,-0.0002066898
2026-08-16 13:00:00.034000+00:00,1.25e-05,-0.0002249304
2026-08-16 14:00:00.046000+00:00,1.25e-05,-0.0002616368
2026-08-16 15:00:00.056000+00:00,1.25e-05,-0.0003674597
2026-08-16 16:00:00.003000+00:00,1.23438e-05,-0.0004012499
2026-08-16 17:00:00.005000+00:00,1.25e-05,-0.0003628082
2026-08-16 18:00:00.030000+00:00,1.25e-05,-0.000252361
2026-08-16 19:00:00.057000+00:00,1.25e-05,-0.0002348349
2026-08-16 20:00:00.038000+00:00,1.25e-05,-0.0003592565
2026-08-16 21:00:00.030000+00:00,1.25e-05,-0.0003294232
2026-08-16 22:00:00.053000+00:00,1.25e-05,-0.0003347828
2026-08-16 23:00:00.029000+00:00,1.25e-05,-0.0003199355
2026-08-17 00:00:00.025000+00:00,1.25e-05,-0.0002860982
2026-08-17 01:00:00.034000+00:00,1.25e-05,-0.0002704423
2026-08-17 02:00:00.055000+00:00,1.25e-05,-0.0002665764
2026-08-17 03:00:00.039000+00:00,1.25e-05,-0.000333505
2026-08-17 04:00:00.011000+00:00,1.25e-05,-0.0003142857
2026-08-17 05:00:00.046000+00:00,1.25e-05,-0.0003730453
2026-08-17 06:00:00.026000+00:00,1.25e-05,-0.0002797165
2026-08-17 07:00:00.030000+00:00,1.25e-05,-0.0002416302
2026-08-17 08:00:00.026000+00:00,1.25e-05,-0.0002512102
2026-08-17 09:00:00.049000+00:00,1.25e-05,-0.0002953711
2026-08-17 10:00:00.068000+00:00,1.25e-05,-0.0002689233
2026-08-17 11:00:00.045000+00:00,1.25e-05,-0.0003503844
2026-08-17 12:00:00.013000+00:00,1.25e-05,-0.00036543
2026-08-17 13:00:00.064000+00:00,1.25e-05,-0.000285249
2026-08-17 14:00:00.067000+00:00,1.25e-05,-0.0002624724
2026-08-17 15:00:00.001000+00:00,4.6693e-06,-0.0004626453
2026-08-17 16:00:00.046000+00:00,5.7399e-06,-0.0004540808
2026-08-17 17:00:00.061000+00:00,7.7184e-06,-0.0004382528
2026-08-17 18:00:00.005000+00:00,5.2884e-06,-0.0004576927
2026-08-17 19:00:00.018000+00:00,3.5611e-06,-0.0004715111
2026-08-17 20:00:00.034000+00:00,9.38e-06,-0.0004249599
2026-08-17 21:00:00.020000+00:00,1.07464e-05,-0.0004140288
2026-08-17 22:00:00.010000+00:00,1.25e-05,-0.0003235173
2026-08-17 23:00:00.046000+00:00,1.25e-05,-0.0003810778
2026-08-18 00:00:00.058000+00:00,1.23309e-05,-0.0004013526
2026-08-18 01:00:00.012000+00:00,1.25e-05,-0.0003600645
2026-08-18 02:00:00.015000+00:00,1.25e-05,-0.0003384197
2026-08-18 03:00:00.001000+00:00,1.17886e-05,-0.000405691
2026-08-18 04:00:00.049000+00:00,9.5058e-06,-0.0004239539
2026-08-18 05:00:00.016000+00:00,7.8796e-06,-0.000436963
2026-08-18 06:00:00.017000+00:00,6.3786e-06,-0.0004489712
2026-08-18 07:00:00.068000+00:00,5.6381e-06,-0.0004548953
2026-08-18 08:00:00.049000+00:00,5.8005e-06,-0.000453596
2026-08-18 09:00:00.052000+00:00,5.593e-06,-0.0004552562
2026-08-18 10:00:00.049000+00:00,9.7233e-06,-0.0004222137
2026-08-18 11:00:00.026000+00:00,9.9217e-06,-0.0004206262
2026-08-18 12:00:00.045000+00:00,6.5802e-06,-0.0004473583
2026-08-18 13:00:00.003000+00:00,2.4662e-06,-0.0004802706
2026-08-18 14:00:00.021000+00:00,-6.4286e-06,-0.0005514286
2026-08-18 15:00:00.028000+00:00,-1.1867e-06,-0.0005094939
2026-08-18 16:00:00.001000+00:00,1.04804e-05,-0.0004161572
2026-08-18 17:00:00.026000+00:00,2.8901e-06,-0.000476879
2026-08-18 18:00:00.011000+00:00,6.5395e-06,-0.0004476841
2026-08-18 19:00:00.048000+00:00,1.25e-05,-0.0003870076
2026-08-18 20:00:00.006000+00:00,1.25e-05,-0.0003509359
2026-08-18 21:00:00.097000+00:00,1.25e-05,-0.0003556814
2026-08-18 22:00:00.016000+00:00,9.8686e-06,-0.0004210512
2026-08-18 23:00:00.008000+00:00,6.0978e-06,-0.000451218
2026-08-19 00:00:00.012000+00:00,1.04628e-05,-0.0004162974
2026-08-19 01:00:00.055000+00:00,-1.21747e-05,-0.0005973978
2026-08-19 02:00:00.016000+00:00,1.9841e-06,-0.0004841274
2026-08-19 03:00:00.047000+00:00,4.3821e-06,-0.0004649436
2026-08-19 04:00:00.009000+00:00,8.5196e-06,-0.0004318432
2026-08-19 05:00:00.008000+00:00,1.25e-05,-0.0003746963
2026-08-19 06:00:00.051000+00:00,7.0922e-06,-0.0004432623
2026-08-19 07:00:00.034000+00:00,1.25e-05,-0.0003986893
2026-08-19 08:00:00.027000+00:00,1.25e-05,-0.0003189669
2026-08-19 09:00:00.036000+00:00,1.00787e-05,-0.0004193707
2026-08-19 10:00:00.003000+00:00,9.6854e-06,-0.0004225166
2026-08-19 11:00:00.030000+00:00,1.25e-05,-0.0003781804
2026-08-19 12:00:00.059000+00:00,1.25e-05,-0.0003802838
2026-08-19 13:00:00.021000+00:00,1.25e-05,-0.0003994532
2026-08-19 14:00:00.018000+00:00,1.25e-05,-0.000214231
2026-08-19 15:00:00.007000+00:00,1.25e-05,-0.0003437552
2026-08-19 16:00:00.035000+00:00,1.25e-05,-0.0002644932
2026-08-19 17:00:00.001000+00:00,1.25e-05,-0.0002943534
2026-08-19 18:00:00.043000+00:00,1.25e-05,-0.0003970032
2026-08-19 19:00:00.035000+00:00,1.25e-05,-0.0003620173
2026-08-19 20:00:00.063000+00:00,1.25e-05,-0.0003808229
2026-08-19 21:00:00.026000+00:00,1.25e-05,-0.0003760757
2026-08-19 22:00:00.044000+00:00,1.25e-05,-0.0001232045
2026-08-19 23:00:00.004000+00:00,1.25e-05,-0.0001267
2026-08-20 00:00:00.002000+00:00,1.25e-05,-0.0001167326
2026-08-20 01:00:00.057000+00:00,3.1678e-06,-0.0004746579
2026-08-20 02:00:00.030000+00:00,8.8073e-06,-0.0004295417
2026-08-20 03:00:00.020000+00:00,1.22722e-05,-0.0004018222
2026-08-20 04:00:00.058000+00:00,1.25e-05,-0.0003559869
2026-08-20 05:00:00.050000+00:00,1.25e-05,-0.0002953387
2026-08-20 06:00:00.012000+00:00,1.25e-05,-0.000241388
2026-08-20 07:00:00.099000+00:00,1.25e-05,-0.0002206824
2026-08-20 08:00:00.040000+00:00,1.25e-05,-0.000342843
2026-08-20 09:00:00.047000+00:00,1.25e-05,-0.0003854667
2026-08-20 10:00:00.051000+00:00,2.723e-06,-0.0004782159
2026-08-20 11:00:00.038000+00:00,5.556e-07,-0.0004955553
2026-08-20 12:00:00.015000+00:00,6.3413e-06,-0.00044927
2026-08-20 13:00:00.021000+00:00,4.3833e-06,-0.0004649338
2026-08-20 14:00:00.021000+00:00,7.5523e-06,-0.0004395812
2026-08-20 15:00:00.042000+00:00,7.4583e-06,-0.0004403336
2026-08-20 16:00:00.047000+00:00,1.04854e-05,-0.0004161166
2026-08-20 17:00:00.009000+00:00,5.1629e-06,-0.0004586968
2026-08-20 18:00:00.076000+00:00,7.0048e-06,-0.0004439614
2026-08-20 19:00:00.031000+00:00,7.0485e-06,-0.0004436121
2026-08-20 20:00:00.001000+00:00,1.09417e-05,-0.0004124663
2026-08-20 21:00:00.054000+00:00,9.1231e-06,-0.0004270151
2026-08-20 22:00:00.058000+00:00,1.12428e-05,-0.0004100574
2026-08-20 23:00:00.039000+00:00,1.25e-05,-0.0003533426
2026-08-21 00:00:00.024000+00:00,1.25e-05,-0.0003405006
2026-08-21 01:00:00.054000+00:00,1.25e-05,-0.000369832
2026-08-21 02:00:00.048000+00:00,1.25e-05,-0.0003473959
2026-08-21 03:00:00.027000+00:00,1.25e-05,-0.0003537118
2026-08-21 04:00:00.009000+00:00,9.7275e-06,-0.0004221802
2026-08-21 05:00:00.060000+00:00,1.25e-05,-0.0003769876
2026-08-21 06:00:00.076000+00:00,1.25e-05,-0.0003556379
2026-08-21 07:00:00.033000+00:00,5.5824e-06,-0.0004553407
2026-08-21 08:00:00.016000+00:00,8.3117e-06,-0.0004335061
2026-08-21 09:00:00.050000+00:00,1.25e-05,-0.0003372358
2026-08-21 10:00:00.041000+00:00,1.25e-05,-0.0002673794
2026-08-21 11:00:00.054000+00:00,1.25e-05,-0.0003428763
2026-08-21 12:00:00.051000+00:00,1.25e-05,-0.0003172543
2026-08-21 13:00:00.021000+00:00,1.25e-05,-0.0001200305
2026-08-21 14:00:00.026000+00:00,1.25e-05,-0.0001692334
2026-08-21 15:00:00.009000+00:00,1.25e-05,-0.0001831999
2026-08-21 16:00:00.031000+00:00,1.25e-05,-0.0001869947
2026-08-21 17:00:00.024000+00:00,1.25e-05,-0.0002068337
2026-08-21 18:00:00.013000+00:00,1.25e-05,-0.0002733218
2026-08-21 19:00:00.035000+00:00,1.15051e-05,-0.0004079588
2026-08-21 20:00:00.041000+00:00,1.25e-05,-0.0003977966
2026-08-21 21:00:00.063000+00:00,1.25e-05,-0.0003749678
2026-08-21 22:00:00.068000+00:00,1.25e-05,-0.0001781937
2026-08-21 23:00:00.016000+00:00,1.25e-05,0.0001797815
2026-08-22 00:00:00.028000+00:00,1.25e-05,0.0001901749
2026-08-22 01:00:00.065000+00:00,1.25e-05,0.0002302181
2026-08-22 02:00:00.021000+00:00,1.25e-05,0.0002282489
2026-08-22 03:00:00.014000+00:00,1.25e-05,0.0002850249
2026-08-22 04:00:00.035000+00:00,1.25e-05,0.0004015753
2026-08-22 05:00:00.032000+00:00,1.25e-05,0.0005684378
2026-08-22 06:00:00.054000+00:00,1.25e-05,0.0003263009
2026-08-22 07:00:00.006000+00:00,1.25e-05,0.0003361649
2026-08-22 08:00:00.038000+00:00,1.25e-05,0.0002021624
2026-08-22 09:00:00.006000+00:00,1.25e-05,0.0003087198
2026-08-22 10:00:00.059000+00:00,1.25e-05,7.39087e-05
2026-08-22 11:00:00.030000+00:00,1.25e-05,1.30637e-05
2026-08-22 12:00:00.042000+00:00,1.25e-05,7.69617e-05
2026-08-22 13:00:00.069000+00:00,1.25e-05,0.0001350305
2026-08-22 14:00:00.013000+00:00,1.25e-05,0.0001941529
2026-08-22 15:00:00.030000+00:00,1.25e-05,0.0001517127
2026-08-22 16:00:00.054000+00:00,1.25e-05,0.0002282611
2026-08-22 17:00:00.039000+00:00,1.25e-05,0.0002180714
2026-08-22 18:00:00.048000+00:00,1.25e-05,0.000187204
2026-08-22 19:00:00.029000+00:00,1.25e-05,0.0002150962
2026-08-22 20:00:00.015000+00:00,1.25e-05,0.0001665566
2026-08-22 21:00:00.018000+00:00,1.25e-05,0.0002185884
2026-08-22 22:00:00.064000+00:00,1.25e-05,0.0001827456
2026-08-22 23:00:00.035000+00:00,1.25e-05,0.000342371
2026-08-23 00:00:00.018000+00:00,1.25e-05,0.0003631568
2026-08-23 01:00:00.043000+00:00,1.25e-05,0.0001450703
2026-08-23 02:00:00.032000+00:00,1.25e-05,0.0001769991
2026-08-23 03:00:00.028000+00:00,1.25e-05,0.0001953541
2026-08-23 04:00:00.018000+00:00,1.25e-05,0.0001480423
2026-08-23 05:00:00.062000+00:00,1.25e-05,0.0002363117
2026-08-23 06:00:00.028000+00:00,1.25e-05,0.0002156823
2026-08-23 07:00:00.026000+00:00,1.25e-05,8.64501e-05
2026-08-23 08:00:00.061000+00:00,1.25e-05,8.83677e-05
2026-08-23 09:00:00.034000+00:00,1.25e-05,0.0001427079
2026-08-23 10:00:00.004000+00:00,1.25e-05,9.12669e-05
2026-08-23 11:00:00.022000+00:00,1.25e-05,2.85351e-05
2026-08-23 12:00:00.030000+00:00,1.25e-05,-0.0001916405
2026-08-23 13:00:00.067000+00:00,1.25e-05,-0.0003007313
2026-08-23 14:00:00.112000+00:00,1.25e-05,-0.0003108651
2026-08-23 15:00:00.014000+00:00,1.25e-05,-0.0002371607
2026-08-23 16:00:00.081000+00:00,1.25e-05,-0.0003596634
2026-08-23 17:00:00.049000+00:00,1.25e-05,-0.0003506792
2026-08-23 18:00:00.010000+00:00,1.25e-05,-0.0002202192
2026-08-23 19:00:00.007000+00:00,1.25e-05,-0.0003170561
2026-08-23 20:00:00.052000+00:00,1.25e-05,-0.00036428
2026-08-23 21:00:00.055000+00:00,9.2751e-06,-0.0004257995
2026-08-23 22:00:00.072000+00:00,1.25e-05,-0.0003248217
2026-08-23 23:00:00.063000+00:00,1.25e-05,-0.0001524067
2026-08-24 00:00:00.082000+00:00,1.25e-05,-0.0001799469
2026-08-24 01:00:00.038000+00:00,1.25e-05,-4.65923e-05
2026-08-24 02:00:00.042000+00:00,1.25e-05,-3.97198e-05
2026-08-24 03:00:00.074000+00:00,1.25e-05,-5.2913e-05
2026-08-24 04:00:00.019000+00:00,1.25e-05,-4.10468e-05
2026-08-24 05:00:00.070000+00:00,1.25e-05,-6.44811e-05
2026-08-24 06:00:00.057000+00:00,1.25e-05,-2.68767e-05
2026-08-24 07:00:00.028000+00:00,1.25e-05,1.65662e-05
2026-08-24 08:00:00.005000+00:00,1.25e-05,-1.59079e-05
2026-08-24 09:00:00.013000+00:00,1.25e-05,-7.85581e-05
2026-08-24 10:00:00.056000+00:00,1.25e-05,-2.82116e-05
2026-08-24 11:00:00.088000+00:00,1.25e-05,-1.16173e-05
2026-08-24 12:00:00.085000+00:00,1.25e-05,-9.6823e-06
2026-08-24 13:00:00.041000+00:00,1.25e-05,4.01344e-05
2026-08-24 14:00:00.060000+00:00,1.25e-05,1.21334e-05
2026-08-24 15:00:00.026000+00:00,1.25e-05,2.91981e-05
2026-08-24 16:00:00.005000+00:00,1.25e-05,-1.79587e-05
2026-08-24 17:00:00.093000+00:00,1.25e-05,-5.17429e-05
2026-08-24 18:00:00.008000+00:00,1.25e-05,-8.12882e-05
2026-08-24 19:00:00.031000+00:00,1.25e-05,-5.40768e-05
2026-08-24 20:00:00.030000+00:00,1.25e-05,-0.0001392242
2026-08-24 21:00:00.009000+00:00,1.25e-05,-6.89263e-05
2026-08-24 22:00:00.032000+00:00,1.25e-05,-2.0683e-06
2026-08-24 23:00:00.041000+00:00,1.25e-05,1.70009e-05
2026-08-25 00:00:00.004000+00:00,1.25e-05,4.63116e-05
2026-08-25 01:00:00.045000+00:00,1.25e-05,7.67304e-05
2026-08-25 02:00:00.006000+00:00,1.25e-05,8.58599e-05
2026-08-25 03:00:00.017000+00:00,1.25e-05,8.3209e-06
2026-08-25 04:00:00.028000+00:00,1.25e-05,-4.4732e-06
2026-08-25 05:00:00.025000+00:00,1.25e-05,-1.35482e-05
2026-08-25 06:00:00.001000+00:00,1.25e-05,0.0001085816
2026-08-25 07:00:00.025000+00:00,1.25e-05,9.0886e-05
2026-08-25 08:00:00.008000+00:00,1.25e-05,-4.14454e-05
2026-08-25 09:00:00.046000+00:00,1.25e-05,-7.74794e-05
2026-08-25 10:00:00.015000+00:00,1.25e-05,-7.43686e-05
2026-08-25 11:00:00.008000+00:00,1.25e-05,-0.0001525285
2026-08-25 12:00:00.027000+00:00,1.25e-05,-0.0001387549
2026-08-25 13:00:00.038000+00:00,1.25e-05,-0.0002091684
2026-08-25 14:00:00.013000+00:00,1.25e-05,-0.0003252107
2026-08-25 15:00:00.026000+00:00,1.25e-05,-0.0002715226
2026-08-25 16:00:00.058000+00:00,1.11076e-05,-0.000411139
2026-08-25 17:00:00.010000+00:00,4.2024e-06,-0.0004663807
2026-08-25 18:00:00.007000+00:00,1.365e-07,-0.0004989077
2026-08-25 19:00:00.134000+00:00,1.15815e-05,-0.0004073479
2026-08-25 20:00:00.049000+00:00,2.6933e-06,-0.0004784535
2026-08-25 21:00:00.059000+00:00,1.25e-05,-0.0003577923
2026-08-25 22:00:00.005000+00:00,1.1568e-06,-0.0004907453
2026-08-25 23:00:00.001000+00:00,-3.2116e-06,-0.0005256931
